11636940,3996928
11636953,3996936
11636992,3996897
11637000,3996850
11637000,3996836
11637007,3996783
11637011,3996736
11637012,3996683
11637020,3996637
11637023,3996590
11637027,3996545
11637032,3996491
11637043,3996436
11637046,3996389
11637049,3996337
11637060,3996278
11637062,3996225
11637063,3996175
11637065,3996123
11637076,3996077
11637079,3996027
11637080,3995982
11637083,3995934
11637093,3995883
11637099,3995861
11637104,3995813
11637104,3995768
11637106,3995716
11637120,3995658
11637123,3995629
11637125,3995579
11637126,3995527
11637128,3995479
11637140,3995427
11637142,3995382
11637145,3995337
11637146,3995282
11637157,3995229
11637158,3995184
11637161,3995158
11637164,3995109
11637174,3995060
11637174,3995012
11637176,3994963
11637181,3994917
11637150,3994878
11637079,3994868
11636950,3994829
11636895,3994812
11636825,3994785
