11637260,3993267
11637260,3993267
11637184,3993261
11636993,3993251
11636988,3993251
11636924,3993250
11636862,3993249
11636791,3993246
11636721,3993238
11636657,3993243
11636585,3993246
11636521,3993247
11636451,3993247
11636383,3993245
11636313,3993244
11636243,3993241
11636168,3993241
11636103,3993240
11636036,3993240
11635975,3993238
11635910,3993237
11635848,3993237
11635782,3993241
11635715,3993243
11635656,3993244
11635656,3993246
11635592,3993247
11635592,3993247
11635531,3993247
11635471,3993246
11635398,3993245
11635338,3993241
11635270,3993237
11635207,3993237
11635145,3993237
11635073,3993239
11635007,3993240
11634948,3993244
11634881,3993243
11634806,3993242
11634742,3993242
11634671,3993240
11634602,3993240
11634538,3993240
11634437,3993244
11634437,3993243
11634378,3993242
11634310,3993239
11634238,3993240
11634164,3993240
