11647705,3998087
11647711,3998097
11647744,3998060
11647744,3998060
11647795,3998026
11647844,3998001
11647896,3997972
11647937,3997938
11647938,3997938
11647990,3997913
11648012,3997892
11648064,3997861
11648111,3997827
11648113,3997780
11648075,3997741
11648039,3997703
11648003,3997665
11647997,3997656
11647957,3997623
11647847,3997532
11647803,3997494
11647764,3997458
11647719,3997418
11647681,3997383
11647710,3997337
11647759,3997311
11647805,3997281
11647853,3997254
11647900,3997222
11647880,3997172
11647844,3997133
11647807,3997096
11647770,3997059
11647726,3997019
11647677,3996979
11647637,3996941
11647593,3996902
11647552,3996866
11647534,3996849
11647490,3996812
11647445,3996779
11647402,3996744
11647344,3996717
11647290,3996688
11647243,3996655
11647195,3996617
11647153,3996581
11647112,3996535
11647072,3996488
11647038,3996442
