11640730,3998171
11640335,3997724
11640275,3997724
11640217,3997717
11640157,3997715
11640090,3997714
11640029,3997711
11640014,3997710
11639952,3997710
11639892,3997703
11639832,3997704
11639762,3997705
11639762,3997705
11639703,3997705
11639642,3997707
11639642,3997707
11639583,3997707
11639519,3997705
11639452,3997699
11639416,3997661
11639416,3997614
11639414,3997565
11639414,3997510
11639413,3997461
11639410,3997414
11639410,3997413
11639406,3997368
11639409,3997314
11639401,3997262
11639405,3997212
11639418,3997159
11639412,3997113
11639416,3997095
11639431,3997052
11639429,3997007
11639441,3996954
11639454,3996895
11639450,3996842
11639450,3996681
11639447,3996634
11639454,3996587
11639453,3996535
11639448,3996485
11639436,3996441
11639446,3996394
11639452,3996340
11639456,3996294
11639458,3996246
11639454,3996198
11639453,3996152
