11635271,3996392
11635309,3996412
11635320,3996365
11635319,3996317
11635322,3996266
11635327,3996216
11635326,3996166
11635331,3996117
11635334,3996067
11635339,3996020
11635359,3995970
11635382,3995925
11635414,3995879
11635452,3995835
11635475,3995793
11635476,3995791
11635484,3995744
11635480,3995695
11635499,3995661
11635499,3995614
11635497,3995566
11635500,3995518
11635504,3995467
11635508,3995417
11635510,3995371
11635519,3995322
11635514,3995277
11635517,3995228
11635537,3995180
11635544,3995133
11635538,3995114
11635545,3995066
11635564,3995017
11635580,3994966
11635591,3994918
11635593,3994868
11635597,3994822
11635600,3994772
11635614,3994723
11635613,3994678
11635612,3994629
11635615,3994580
11635608,3994532
11635606,3994477
11635591,3994425
11635584,3994379
11635574,3994330
11635537,3994287
11635529,3994241
11635514,3994028
