11637356,3995564
11637357,3995564
11637419,3995645
11637477,3995661
11637531,3995689
11637537,3995693
11637539,3995744
11637539,3995789
11637482,3995806
11637419,3995805
11637351,3995809
11637290,3995809
11637221,3995809
11637161,3995810
11637112,3995839
11637104,3995887
11637100,3995938
11637100,3995983
11637088,3996034
11637086,3996085
11637085,3996131
11637071,3996179
11637069,3996234
11637067,3996284
11637066,3996339
11637056,3996390
11637052,3996447
11637046,3996501
11637043,3996555
11637033,3996610
11637029,3996660
11637029,3996708
11637019,3996758
11636953,3996809
11636890,3996807
11636825,3996807
11636755,3996807
11636692,3996798
11636624,3996798
11636565,3996798
11636489,3996796
11636420,3996795
11636359,3996795
11636298,3996795
11636228,3996788
11636159,3996788
11636092,3996788
11636019,3996782
11635956,3996781
11635891,3996780
