11627853,3990720
11627857,3990717
11627919,3990730
11627983,3990733
11628044,3990733
11628069,3990728
11627837,3990751
11627766,3990742
11627696,3990740
11627670,3990732
11627618,3990761
11627551,3990758
11627488,3990757
11627428,3990787
11627428,3990787
11627427,3990834
11627429,3990885
11627424,3991079
11627431,3991130
11627438,3991178
11627443,3991237
11627440,3991284
11627472,3991537
11627477,3991593
11627485,3991643
11627488,3991688
11627488,3991688
11627497,3991736
11627503,3991783
11627514,3991830
11627521,3991883
11627522,3991929
11627527,3991977
11627525,3992027
11627526,3992076
11627529,3992121
11627518,3992179
11627528,3992230
11627528,3992231
11627529,3992282
11627531,3992331
11627525,3992377
11627531,3992422
11627530,3992472
11627535,3992517
11627543,3992667
11627538,3992715
11627538,3992715
11627537,3992766
11627539,3992816
