11651733,3993154
11651733,3993154
11651710,3993222
11651700,3993273
11651703,3993325
11651752,3994028
11651807,3994047
11651866,3994065
11652184,3994150
11652253,3994143
11652330,3994144
11652394,3994146
11652462,3994144
11652521,3994142
11652524,3994143
11652584,3994144
11652656,3994145
11652716,3994146
11652777,3994151
11652792,3994154
11652848,3994138
11652906,3994135
11652969,3994135
11653031,3994141
11653091,3994138
11653156,3994149
11653221,3994146
11653281,3994136
11653358,3994139
11653416,3994124
11653475,3994118
11653547,3994125
11653626,3994120
11653690,3994111
11653771,3994100
11653841,3994097
11653919,3994106
11653980,3994145
11654032,3994176
11654078,3994217
11654118,3994270
11654132,3994317
11654104,3994361
11654085,3994409
11654040,3994453
11654005,3994493
11653956,3994535
11653907,3994574
11653866,3994612
11653825,3994656
