11642665,4002212
11642666,4002212
11642728,4002211
11642787,4002211
11642805,4002210
11642864,4002204
11642923,4002203
11642997,4002199
11643041,4002202
11643105,4002203
11643164,4002199
11643224,4002199
11643288,4002195
11643350,4002196
11643412,4002195
11643472,4002191
11643476,4002189
11643535,4002185
11643595,4002179
11643654,4002173
11643712,4002162
11643773,4002156
11643828,4002139
11643883,4002118
11643944,4002109
11644000,4002092
11644056,4002076
11644122,4002058
11644185,4002040
11644198,4002039
11644255,4002023
11644308,4002003
11644327,4002002
11644381,4001981
11644439,4001967
11644497,4001952
11644550,4001932
11644607,4001911
11644668,4001895
11644720,4001874
11644785,4001856
11644844,4001843
11644912,4001818
11644977,4001800
11645038,4001784
11645100,4001760
11645155,4001743
11645210,4001722
11645262,4001691
11645301,4001655
