11643679,3997783
11643702,3997833
11643734,3997871
11643764,3997915
11643795,3997961
11643821,3998006
11643850,3998047
11643893,3998095
11643929,3998135
11643951,3998183
11643972,3998225
11643999,3998271
11644041,3998330
11644071,3998379
11644106,3998426
11644143,3998470
11644185,3998506
11644453,3998629
11644522,3998619
11644591,3998603
11644656,3998582
11644709,3998557
11644772,3998531
11644823,3998504
11644879,3998470
11644931,3998431
11644975,3998401
11645017,3998368
11645067,3998340
11645123,3998306
11645170,3998277
11645221,3998245
11645272,3998213
11645324,3998178
11645373,3998144
11645383,3998132
11645428,3998099
11645478,3998073
11645479,3998063
11645535,3998115
11645565,3998160
11645596,3998208
11645629,3998245
11645658,3998287
11645681,3998329
11645712,3998371
11645745,3998415
11645788,3998456
11645846,3998490
11645902,3998504
