11667338,3988014
11667338,3988014
11667300,3988055
11667260,3988097
11667260,3988097
11667215,3988132
11667162,3988174
11667162,3988174
11667121,3988211
11667074,3988256
11667074,3988256
11667026,3988294
11666986,3988328
11666961,3988370
11666897,3988398
11666853,3988431
11666803,3988456
11666808,3988465
11666758,3988493
11666716,3988525
11666496,3988698
11666448,3988726
11666394,3988754
11666357,3988797
11666333,3988841
11666293,3988874
11666270,3988886
11666219,3988912
11666160,3988935
11666096,3988957
11666029,3988974
11665966,3988993
11665908,3989008
11665848,3989026
11665785,3989047
11665727,3989064
11665685,3989069
11665629,3989087
11665575,3989063
11665541,3989025
11665512,3988979
11665485,3988937
11665450,3988894
11665419,3988854
11665472,3988835
11665535,3988831
11665594,3988829
11665594,3988829
11665656,3988828
11665715,3988831
