11643145,3980401
11643208,3980403
11643219,3980404
11643286,3980409
11643350,3980417
11643419,3980426
11643492,3980431
11643549,3980442
11643618,3980446
11643686,3980453
11643753,3980463
11643814,3980463
11643875,3980467
11643932,3980479
11643994,3980480
11644063,3980482
11644126,3980481
11644187,3980477
11644249,3980482
11644308,3980482
11644366,3980493
11644419,3980464
11644450,3980514
11644509,3980524
11644568,3980532
11644624,3980549
11644688,3980557
11644754,3980571
11644814,3980578
11644873,3980585
11645051,3980621
11645075,3980626
11645145,3980637
11645204,3980647
11645273,3980658
11645331,3980672
11645391,3980681
11645458,3980687
11645523,3980699
11645590,3980703
11645653,3980702
11645711,3980694
11645773,3980680
11645842,3980662
11645906,3980647
11645962,3980636
11645990,3980624
11646047,3980614
11646116,3980615
11646182,3980624
