11647047,3987125
11647047,3987125
11647107,3987127
11647171,3987131
11647233,3987131
11647309,3987132
11647377,3987133
11647445,3987132
11647507,3987132
11647574,3987132
11647638,3987134
11647639,3987135
11647702,3987139
11647720,3987194
11647720,3987240
11647720,3987292
11647720,3987345
11647715,3987397
11647714,3987446
11647714,3987501
11647714,3987546
11647717,3987594
11647724,3987641
11647724,3987691
11647728,3987740
11647728,3987788
11647728,3987842
11647736,3988297
11647736,3988342
11647738,3988389
11647731,3988482
11647731,3988530
11647734,3988576
11647734,3988625
11647740,3988673
11647740,3988725
11647740,3988775
11647746,3988834
11647746,3988834
11647748,3988880
11647748,3988929
11647750,3988974
11647754,3989023
11647754,3989068
11647754,3989117
11647797,3989153
11647867,3989153
11647928,3989152
11647990,3989152
11648057,3989151
