11658943,3993199
11658947,3993197
11658968,3993245
11658955,3993300
11658946,3993357
11658942,3993416
11658939,3993465
11658931,3993522
11658928,3993574
11658926,3993622
11658916,3993666
11658916,3993716
11658905,3993763
11658903,3993772
11658889,3993822
11658889,3993827
11658888,3993873
11658894,3993909
11658898,3993957
11658903,3994009
11658908,3994054
11658911,3994103
11658901,3994158
11658878,3994200
11658842,3994236
11658805,3994284
11658793,3994300
11658763,3994342
11658740,3994384
11658729,3994436
11658717,3994481
11658703,3994529
11658685,3994574
11658670,3994621
11658655,3994666
11658641,3994711
11658565,3994922
11658551,3994973
11658535,3995029
11658523,3995073
11658499,3995138
11658490,3995186
11658478,3995230
11658467,3995284
11658453,3995330
11658456,3995341
11658519,3995344
11658590,3995347
11658650,3995351
11658721,3995353
