11645592,3995915
11645547,3995873
11645493,3995832
11645493,3995832
11645448,3995791
11645406,3995751
11645357,3995711
11645315,3995671
11645276,3995633
11645236,3995593
11645189,3995553
11645151,3995517
11645112,3995480
11645065,3995433
11645021,3995399
11644970,3995362
11644923,3995320
11644877,3995278
11644835,3995236
11644798,3995200
11644760,3995165
11644712,3995122
11644675,3995087
11644627,3995051
11644572,3995017
11644509,3994985
11644451,3994976
11644392,3994965
11644319,3994967
11644245,3994969
11644175,3994969
11644101,3994969
11644033,3994969
11643963,3994969
11643902,3994969
11643834,3994969
11643757,3994968
11643688,3994969
11643616,3994972
11643364,3994307
11643346,3994262
11643331,3994216
11643337,3994207
11643332,3994162
11643327,3994148
11643314,3994104
11643335,3994056
11643341,3994007
11643337,3993960
11643354,3993916
